Job Title,Company Name,Location,Experience (Years),Min Experience,Max Experience,Experiencia Media,Rango Experiencia,Num Ubicaciones,Oferta Exterior,Nivel Titulo,exterior,num_ubic,nivel_medio,nivel_senior
Business Development Manager,Suhail Nizamuddin shaikh,"Ahmedabad, Bengaluru / Bangalore, Chennai, Delhi, Delhi/NCR",5 - 10 Years,5,10,7.5,5,5,False,senior,0,5,0,1
"IT HELP Desk Pune ,  Bangalore HYD Kolkata 6.2lks",White Horse Manpower Consultancy P Ltd,"Bengaluru / Bangalore, Hyderabad/Secunderabad, Kolkata",1 - 3 Years,1,3,2.0,2,3,False,medio,0,3,1,0
Fresh Graduates for Technical Support  Voice  IT Help desk  CCNA,White Horse Manpower Consultancy P Ltd,Bengaluru / Bangalore,1 - 5 Years,1,5,3.0,4,1,False,junior,0,1,0,0
"IT Recruiter  , HR Exicutive , HR manager",New Global Technologies,"Ahmedabad, Chennai, Gurgaon, Kolkata, Noida/Greater Noida",0 - 3 Years,0,3,1.5,3,5,False,senior,0,5,0,1
Business development executive,Career Job Solution,"Delhi, Noida/Greater Noida, Ghaziabad",3 - 8 Years,3,8,5.5,5,3,False,medio,0,3,1,0
Digital marketing sales,Career Job Solution,"Delhi, Noida/Greater Noida, Ghaziabad",3 - 8 Years,3,8,5.5,5,3,False,medio,0,3,1,0
Business Development Management,Career Job Solution,"Delhi, Noida/Greater Noida, Ghaziabad",3 - 8 Years,3,8,5.5,5,3,False,medio,0,3,1,0
Freelance Recruiters for BPO Hiring WFH,sharda consultancy Services,"Delhi/NCR, Gurgaon, Noida/Greater Noida",1 - 5 Years,1,5,3.0,4,3,False,medio,0,3,1,0
Sales Development Representative,DANUSH SYSTEMS AND SOLUTIONS,Bengaluru / Bangalore,2 - 4 Years,2,4,3.0,2,1,False,medio,0,1,1,0
Recruiter  Job In USA,World wide Immigration Service Llp,Unknown,5 - 10 Years,5,10,7.5,5,1,True,medio,1,1,1,0
Business Development Officers,Navyah Immigration Services Private Limited,"Dubai, Australia, Canada, Singapore",2 - 5 Years,2,5,3.5,3,4,True,medio,1,4,1,0
"HR Manager , Hr Executive",AppSoft Solutions,"Bengaluru / Bangalore, Chennai, Delhi, Mumbai, Pune",0 - 3 Years,0,3,1.5,3,5,False,senior,0,5,0,1
"Jobs In IT Sector Oracle Apps EBS-SCM Python ,  React Sapabap / HANA",White Horse Manpower Consultancy P Ltd,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad",3 - 8 Years,3,8,5.5,5,3,False,medio,0,3,1,0
IT Procurement,HR Jobs Placements,"Ahmedabad, Bengaluru / Bangalore, Chennai, Delhi, Gurgaon",5 - 10 Years,5,10,7.5,5,5,False,medio,0,5,1,0
"Accounts Manager , Account Manager , Senior Account Manager",MDD Medical Systems India Pvt Ltd,"Gurgaon, Faridabad",6 - 11 Years,6,11,8.5,5,2,False,senior,0,2,0,1
"IT Jobs in Service  SAP TM PM PP ,  Oracle Apps ,  Pune  Hyderabad",White Horse Manpower Consultancy P Ltd,"Bengaluru / Bangalore, Hyderabad/Secunderabad, Pune",3 - 8 Years,3,8,5.5,5,3,False,medio,0,3,1,0
Data Administrator,Rahul jatav,"Calicut/ Kozhikode, Cochin/ Kochi/ Ernakulam, Palakkad, Thiruvananthapuram, Thrissur",0 - 3 Years,0,3,1.5,3,5,False,medio,0,5,1,0
Google Technical Support Executive troubleshooting Voice  Jobs,White Horse Manpower Consultancy P Ltd,"Bengaluru / Bangalore, Hyderabad/Secunderabad, Pune",1 - 6 Years,1,6,3.5,5,3,False,medio,0,3,1,0
ServiceDesk Voice Support  Active Directory Exp  ticketingtools,White Horse Manpower Consultancy P Ltd,Bengaluru / Bangalore,1 - 5 Years,1,5,3.0,4,1,False,senior,0,1,0,1
Technical Recruiter | Ludhiana,LifeInsuranceJobs . in,Ludhiana,0 - 3 Years,0,3,1.5,3,1,False,medio,0,1,1,0
HR Exectuvie,Whitekraaft Solutions LLP,Hyderabad/Secunderabad,0 - 1 Years,0,1,0.5,1,1,False,medio,0,1,1,0
Recruitment Officer | Ludhiana,LifeInsuranceJobs . in,Ludhiana,0 - 3 Years,0,3,1.5,3,1,False,medio,0,1,1,0
Director Student placements,SNJ Skye Management Consultant,Kanpur,10 - 15 Years,10,15,12.5,5,1,False,senior,0,1,0,1
HR Executive- Talent Acquisition | Ludhiana,LifeInsuranceJobs . in,Ludhiana,0 - 3 Years,0,3,1.5,3,1,False,medio,0,1,1,0
Manager Corporate Relation Placements Engineering College,SNJ Skye Management Consultant,Kanpur,2 - 7 Years,2,7,4.5,5,1,False,senior,0,1,0,1
Business Development Manager,MOBILE COMMUNICATIONS INDIA PRIVATE LIMITED,"Delhi, Delhi/NCR, Gurgaon, Noida/Greater Noida",2 - 7 Years,2,7,4.5,5,4,False,senior,0,4,0,1
Enterprise Architect Manager,Ample Leap Cognition,Faridabad,8 - 13 Years,8,13,10.5,5,1,False,senior,0,1,0,1
Canada # Engineer Manager,Anshi Immigration Private Limited,Canada,4 - 9 Years,4,9,6.5,5,1,True,senior,1,1,0,1
HR Executive | Ludhiana,LifeInsuranceJobs . in,Ludhiana,0 - 3 Years,0,3,1.5,3,1,False,medio,0,1,1,0
"""Business Development Executive  ( BDE ) """,Multi fold IT Solutions private limited,"Ambala, Faridabad, Karnal, Panipat, Yamunanagar",1 - 2 Years,1,2,1.5,1,5,False,medio,0,5,1,0
IT Procurement,HR Jobs Placements,"Hyderabad/Secunderabad, Kolkata, Mumbai, Noida/Greater Noida, Pune",5 - 10 Years,5,10,7.5,5,5,False,medio,0,5,1,0
Jobs for Aircraft Maintenance at Airport,Akash A,"Bengaluru / Bangalore, Hyderabad/Secunderabad, Vijayawada, Ahmedabad, Gulbarga",0 - 3 Years,0,3,1.5,3,5,False,medio,0,5,1,0
HR Coordinator,M.gheewala Global HR Consultants,Dubai,3 - 8 Years,3,8,5.5,5,1,True,medio,1,1,1,0
"""Full Stack Java Developer""",SHREE ADISHAKTHI CONSULTANCY,"Bengaluru / Bangalore, Chennai, Mumbai, Pune",5 - 10 Years,5,10,7.5,5,4,False,medio,0,4,1,0
Senior Human Resources Consultant,M.gheewala Global HR Consultants,"Chennai, Delhi, Mumbai",8 - 13 Years,8,13,10.5,5,3,False,senior,0,3,0,1
Cyber Security Analyst jobs in Canada - Australia - Singapore,Srv global consultancy Pvt Ltd,"Australia, Canada",2 - 7 Years,2,7,4.5,5,2,True,medio,1,2,1,0
"B.E  , B.tech  , Diploma engineer-fresher / trainee",New Global Technologies,"Ahmedabad, Delhi/NCR, Gurgaon, Kolkata, Noida/Greater Noida",0 - 3 Years,0,3,1.5,3,5,False,junior,0,5,0,0
IT Applications Analyst / Developer,Laxmi Infotech,"Ahmedabad, Gurgaon, Noida/Greater Noida, Chandigarh, Bhubaneshwar",0 - 3 Years,0,3,1.5,3,5,False,medio,0,5,1,0
"B.E  , B.tech  , Diploma- engineers",New Global Technologies,"Bengaluru / Bangalore, Chennai, Delhi/NCR, Hyderabad/Secunderabad, Pune",0 - 3 Years,0,3,1.5,3,5,False,medio,0,5,1,0
"L1 , l2 Support Engineer",Laxmi Infotech,"Mumbai, Pune",0 - 3 Years,0,3,1.5,3,2,False,medio,0,2,1,0
Freshers - B.E - CSE  /  IT  &  MCA Graduates,Laxmi Infotech,"Ahmedabad, Delhi, Gurgaon, Kolkata, Noida/Greater Noida",0 - 3 Years,0,3,1.5,3,5,False,junior,0,5,0,0
IT Operations Management,HR Jobs Placements,"Hyderabad/Secunderabad, Kolkata, Mumbai, Noida/Greater Noida, Pune",6 - 11 Years,6,11,8.5,5,5,False,medio,0,5,1,0
"IT Developer , web developer",Laxmi Infotech,"Ahmedabad, Delhi/NCR, Gurgaon, Kolkata, Noida/Greater Noida",0 - 3 Years,0,3,1.5,3,5,False,medio,0,5,1,0
Marketing Executive,Multi fold IT Solutions private limited,"Amritsar, Bathinda, Jalandhar, Kapurthala, Ludhiana",1 - 3 Years,1,3,2.0,2,5,False,medio,0,5,1,0
Field Sales Representative,Multi fold IT Solutions private limited,"Faridabad, Panipat, Chandigarh, Jalandhar, Pathankot",0 - 2 Years,0,2,1.0,2,5,False,medio,0,5,1,0
Ticketing Ushering F & B Executive in Multiplex Theater Jeedimetla,Hungry Bird IT Consulting Services Pvt Ltd,Hyderabad/Secunderabad,0 - 3 Years,0,3,1.5,3,1,False,medio,0,1,1,0
Receptionist  walk in,Valen IT Solutions,"Hyderabad/Secunderabad, Vijayawada",1 - 3 Years,1,3,2.0,2,2,False,medio,0,2,1,0
Relationship Officer,STAR CAREER CONSULTANT,"Delhi, Delhi/NCR, Gurgaon, Noida/Greater Noida",2 - 6 Years,2,6,4.0,4,4,False,medio,0,4,1,0
Oracle Cloud Finance Functional Consultant,Best Infosystems Ltd.,Hyderabad/Secunderabad,6 - 11 Years,6,11,8.5,5,1,False,medio,0,1,1,0
Finance Analyst,Ample Leap Cognition,Panipat,3 - 8 Years,3,8,5.5,5,1,False,medio,0,1,1,0
"System Administrator , Server Engineer , Firewall",IT Mantra Techintellect  Private Limited,Kolkata,6 - 11 Years,6,11,8.5,5,1,False,medio,0,1,1,0
Quality Control Executive,CHEMIX SPECIALITY GASES AND EQUIPMENT,Bengaluru / Bangalore,1 - 3 Years,1,3,2.0,2,1,False,medio,0,1,1,0
Network  Engineer  Job In NEW ZEALAND,World wide Immigration Service Llp,New Zealand,3 - 8 Years,3,8,5.5,5,1,True,medio,1,1,1,0
React js Internship in Pune,Maxgen Technologies,"Pune, Jalgaon, Kolhapur, Nagpur, Solapur",0 - 1 Years,0,1,0.5,1,5,False,junior,0,5,0,0
Laptop Service  /  Repair Engineer,Communications test design india private limited,Bengaluru / Bangalore,1 - 5 Years,1,5,3.0,4,1,False,medio,0,1,1,0
Java - Sr. Developer  /  Lead - J48539,SAMPOORNA CONSULTANTS PVT LTD,Mumbai,6 - 11 Years,6,11,8.5,5,1,False,senior,0,1,0,1
Textile Maintaince manager,Kausar Textile Private Limited,Other City(s) in Maharashtra,15 - 20 Years,15,20,17.5,5,1,False,senior,0,1,0,1
SailPoint Identity Now Developer,LTIMindtree Ltd.,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Pune",5 - 8 Years,5,8,6.5,3,5,False,medio,0,5,1,0
Life Insurance Advisor - High Earning Potential,sreepada visweshwara Rao,Hyderabad/Secunderabad,1 - 6 Years,1,6,3.5,5,1,False,medio,0,1,1,0
Bank Manage  Job In  GERMANY,ADAL IMMIGRATIONS LLP,Germany,4 - 8 Years,4,8,6.0,4,1,True,medio,1,1,1,0
OPERATION HEAD / HEAD OF OPERATION  ( Male ),RGRA HUMAN RESOURCE SOLUTIONS,"Delhi, Noida/Greater Noida",10 - 15 Years,10,15,12.5,5,2,False,senior,0,2,0,1
Administrator,KALINDI IMMIGRATION CONSULTANTS PRIVATE LIMITED,"Australia, Canada, Germany, Singapore",1 - 6 Years,1,6,3.5,5,4,True,medio,1,4,1,0
NETWORKING SENIOR TECHNICIAN,Pama International,Doha,2 - 5 Years,2,5,3.5,3,1,False,senior,0,1,0,1
Programmatic L35- Chennai - J48538,SAMPOORNA CONSULTANTS PVT LTD,Chennai,5 - 8 Years,5,8,6.5,3,1,False,medio,0,1,1,0
Hardware Engineer Job In GERMANY,ADAL IMMIGRATIONS LLP,Germany,4 - 8 Years,4,8,6.0,4,1,True,medio,1,1,1,0
GM MEP PROJECTS,Suman kumar,"Ahmedabad, Bengaluru / Bangalore, Hyderabad/Secunderabad, Kolkata, Lucknow",20 - 25 Years,20,25,22.5,5,5,False,senior,0,5,0,1
Website Designer,SKYWALK VISA IMMIGRATION SERVICES LLP,"Australia, New Zealand, Singapore",3 - 8 Years,3,8,5.5,5,3,True,medio,1,3,1,0
Seo executive,sharda consultancy Services,"Delhi, Gurgaon",1 - 2 Years,1,2,1.5,1,2,False,medio,0,2,1,0
Inside Sale Representative,Peopleplease Consulting,Mumbai,0 - 3 Years,0,3,1.5,3,1,False,medio,0,1,1,0
System Software Analyst Jobs in Canada - Australia,Srv global consultancy Pvt Ltd,"Australia, Canada",2 - 7 Years,2,7,4.5,5,2,True,medio,1,2,1,0
sales executive,Informatics Technologies Pvt. Ltd.,Vadodara,1 - 4 Years,1,4,2.5,3,1,False,medio,0,1,1,0
Accountant,ENIGMASOFT TECHNOLOGIES PRIVATE LIMITED,Panjim/Panaji,4 - 7 Years,4,7,5.5,3,1,False,medio,0,1,1,0
MALE BUSY OPERATOR / MALE ACCOUNTANT  ( BUSY Accounting Software ) ​,RGRA HUMAN RESOURCE SOLUTIONS,Delhi,0 - 3 Years,0,3,1.5,3,1,False,medio,0,1,1,0
"""Asset Management""",Communications test design india private limited,Bengaluru / Bangalore,3 - 5 Years,3,5,4.0,2,1,False,medio,0,1,1,0
Oracle HCM Payroll Functional Role,Best Infosystems Ltd.,Hyderabad/Secunderabad,6 - 11 Years,6,11,8.5,5,1,False,medio,0,1,1,0
Payments Operations UK Banking Immediate joining B'lore KPOs,White Horse Manpower Consultancy P Ltd,Bengaluru / Bangalore,2 - 7 Years,2,7,4.5,5,1,False,medio,0,1,1,0
"Data Engineer  Python Programming  SOLR  SQL Server , MongoDB ,  ETL",White Horse Manpower Consultancy P Ltd,Bengaluru / Bangalore,5 - 10 Years,5,10,7.5,5,1,False,medio,0,1,1,0
Data Science Internship in Pune,Maxgen Technologies,"Pune, Amravati, Dhule, Sangli, Satara",0 - 1 Years,0,1,0.5,1,5,False,junior,0,5,0,0
Marketing Specialist – POS ( Point of Sale )  - J48534,SAMPOORNA CONSULTANTS PVT LTD,Pune,2 - 4 Years,2,4,3.0,2,1,False,medio,0,1,1,0
QA | QC Engineer  Job In LUXEMBOURG,World wide Immigration Service Llp,Unknown,2 - 7 Years,2,7,4.5,5,1,True,medio,1,1,1,0
Hardware Engineer  Job In  AUSTRALIA,ADAL IMMIGRATIONS LLP,Australia,3 - 8 Years,3,8,5.5,5,1,True,medio,1,1,1,0
PHP Developer,Eternal HR Services Pvt Ltd,Noida/Greater Noida,3 - 8 Years,3,8,5.5,5,1,False,medio,0,1,1,0
Urgent Vacancy as Electrical Engineer at Malad w,Job Classify,Mumbai,5 - 10 Years,5,10,7.5,5,1,False,medio,0,1,1,0
freshers for domestic BPO @Mohali,360 Bytes Tech Venture Private Limited,"Chandigarh, Mohali",0 - 1 Years,0,1,0.5,1,2,False,junior,0,2,0,0
Software Engineering Specialist ( 41941 ) - JAVA- BLR - J48542,SAMPOORNA CONSULTANTS PVT LTD,Bengaluru / Bangalore,8 - 13 Years,8,13,10.5,5,1,False,medio,0,1,1,0
Need Python Trainer / Java Trainer / MERN Trainer,apni study class,Lucknow,1 - 3 Years,1,3,2.0,2,1,False,medio,0,1,1,0
backend engineer SDE -2,KANDPAL CONSULTANT,"Gurgaon, Delhi",3 - 5 Years,3,5,4.0,2,2,False,medio,0,2,1,0
QA | QC Engineer  Job In MALTA,World wide Immigration Service Llp,Unknown,5 - 10 Years,5,10,7.5,5,1,True,medio,1,1,1,0
Mern Stack Internship in Ahmedabad,Maxgen Technologies,"Ahmedabad, Bhavnagar, Junagarh, Rajkot, Surendranagar",0 - 1 Years,0,1,0.5,1,5,False,junior,0,5,0,0
Business Analyst  Job In SINGAPORE,World wide Immigration Service Llp,Singapore,3 - 8 Years,3,8,5.5,5,1,True,medio,1,1,1,0
show room executive,Informatics Technologies Pvt. Ltd.,Vadodara,1 - 2 Years,1,2,1.5,1,1,False,medio,0,1,1,0
Head Chef  Job In SINGAPORE,World wide Immigration Service Llp,Singapore,3 - 8 Years,3,8,5.5,5,1,True,senior,1,1,0,1
Site  Engineer  Job In  CANADA,World wide Immigration Service Llp,Canada,3 - 8 Years,3,8,5.5,5,1,True,medio,1,1,1,0
Bank Manage  Job In  NEW ZEALAND,ADAL IMMIGRATIONS LLP,New Zealand,3 - 8 Years,3,8,5.5,5,1,True,medio,1,1,1,0
Pharmacist  Job In SINGAPORE,World wide Immigration Service Llp,Singapore,3 - 8 Years,3,8,5.5,5,1,True,medio,1,1,1,0
Physician   Job In  CANADA,World wide Immigration Service Llp,Canada,3 - 8 Years,3,8,5.5,5,1,True,medio,1,1,1,0
Senior HVAC Technician,ASMACS,Dubai,6 - 10 Years,6,10,8.0,4,1,True,senior,1,1,0,1
Hardware Engineer Job In NEW ZEALAND,ADAL IMMIGRATIONS LLP,New Zealand,4 - 8 Years,4,8,6.0,4,1,True,medio,1,1,1,0
Software Engineer Job In  NEW ZEALAND,ADAL IMMIGRATIONS LLP,New Zealand,4 - 8 Years,4,8,6.0,4,1,True,medio,1,1,1,0
PHP Developer Job In  USA,PRIMEX IMMIGRATION LLP,Unknown,5 - 10 Years,5,10,7.5,5,1,True,medio,1,1,1,0
Canada # Computer Engineers,Anshi Immigration Private Limited,Canada,4 - 9 Years,4,9,6.5,5,1,True,medio,1,1,1,0
Canada#Database Analyst,Anshi Immigration Private Limited,Canada,4 - 9 Years,4,9,6.5,5,1,True,medio,1,1,1,0
Java + Angular Developer - J48537,SAMPOORNA CONSULTANTS PVT LTD,Mumbai,6 - 10 Years,6,10,8.0,4,1,False,medio,0,1,1,0
"Stenoghrapher , Executive Assistant / Executive Secretary , PA to MD",Indica Industries Pvt Ltd,"Delhi, Delhi/NCR, Noida/Greater Noida",2 - 7 Years,2,7,4.5,5,3,False,medio,0,3,1,0
Telecalling,Acme Human Management,Delhi,1 - 5 Years,1,5,3.0,4,1,False,medio,0,1,1,0
Senior Python Backend Developer - J48527,SAMPOORNA CONSULTANTS PVT LTD,Chennai,5 - 10 Years,5,10,7.5,5,1,False,senior,0,1,0,1
ACCOUNTANT,Final Round,Kolkata,2 - 5 Years,2,5,3.5,3,1,False,medio,0,1,1,0
Sr Accountant - Finance - J48507,SAMPOORNA CONSULTANTS PVT LTD,Chennai,7 - 9 Years,7,9,8.0,2,1,False,senior,0,1,0,1
Remote - Sales Specialist,TALPRO INDIA PRIVATE LIMITED,Mumbai,0 - 5 Years,0,5,2.5,5,1,False,medio,0,1,1,0
Looker Architect,Best Infosystems Ltd.,"Bengaluru / Bangalore, Pune",10 - 15 Years,10,15,12.5,5,2,False,senior,0,2,0,1
ZR_961_JOB_Senior .net Backend  /  Full Stack Developers,TALPRO INDIA PRIVATE LIMITED,Bengaluru / Bangalore,5 - 15 Years,5,15,10.0,10,1,False,senior,0,1,0,1
Data Scientist,SKYWALK VISA IMMIGRATION SERVICES LLP,New Zealand,2 - 7 Years,2,7,4.5,5,1,True,medio,1,1,1,0
Business Analayst,Waytogo Consultants Pvt Ltd,Bengaluru / Bangalore,5 - 8 Years,5,8,6.5,3,1,False,medio,0,1,1,0
"Tender Specialist , E-Tendering , ETendering , Tender Officer",Peopleplease Consulting,Mumbai,3 - 8 Years,3,8,5.5,5,1,False,medio,0,1,1,0
React js Internship in Ahmedabad,Maxgen Technologies,"Pune, Jalgaon, Kolhapur, Nasik, Solapur",0 - 1 Years,0,1,0.5,1,5,False,junior,0,5,0,0
T24 Tester,Best Infosystems Ltd.,Bengaluru / Bangalore,5 - 10 Years,5,10,7.5,5,1,False,medio,0,1,1,0
Prompt Engineer  ( Python ) - Con - GGN - J48524,SAMPOORNA CONSULTANTS PVT LTD,Gurgaon,4 - 6 Years,4,6,5.0,2,1,False,medio,0,1,1,0
Business Analyst - J48526,SAMPOORNA CONSULTANTS PVT LTD,Mumbai,2 - 4 Years,2,4,3.0,2,1,False,medio,0,1,1,0
Network  Engineer  Job   In LUXEMBOURG,World wide Immigration Service Llp,Unknown,5 - 10 Years,5,10,7.5,5,1,False,medio,0,1,1,0
QA | QC Engineer  Job In LUXEMBOURG,World wide Immigration Service Llp,Unknown,5 - 10 Years,5,10,7.5,5,1,True,medio,1,1,1,0
Jasper Reports with Oracle DB experience consultant  Contarct,White Horse Manpower Consultancy P Ltd,Bengaluru / Bangalore,7 - 12 Years,7,12,9.5,5,1,False,medio,0,1,1,0
Business Development Officer,HUE SERVICE PRIVATE LIMITED,"Other City(s) in Bihar, Other City(s) in Orrisa, Other City(s) in West Bengal",3 - 5 Years,3,5,4.0,2,3,False,medio,0,3,1,0
Laptop chip level technician,Communications test design india private limited,Bengaluru / Bangalore,2 - 7 Years,2,7,4.5,5,1,False,medio,0,1,1,0
QA | QC Engineer  Job In SINGAPORE,World wide Immigration Service Llp,Singapore,3 - 8 Years,3,8,5.5,5,1,True,medio,1,1,1,0
Sales  Manager  Job In SINGAPORE,World wide Immigration Service Llp,Singapore,3 - 8 Years,3,8,5.5,5,1,True,senior,1,1,0,1
Supply Chain Manager Job In SINGAPORE,World wide Immigration Service Llp,Singapore,3 - 8 Years,3,8,5.5,5,1,True,senior,1,1,0,1
Mechanical   Engineer  Job In SINGAPORE,World wide Immigration Service Llp,Singapore,3 - 8 Years,3,8,5.5,5,1,True,medio,1,1,1,0
Sales  Manager  Job In  LUXEMBOURG,World wide Immigration Service Llp,Unknown,3 - 8 Years,3,8,5.5,5,1,True,senior,1,1,0,1
Digital Account Executive,ENIGMASOFT TECHNOLOGIES PRIVATE LIMITED,Panjim/Panaji,0 - 3 Years,0,3,1.5,3,1,False,medio,0,1,1,0
"Aircraft Mechanical maintenance engineer , Electrical Engineer",Akash A,"Tirupati, Vijayawada, Visakhapatnam, Itanagar, Dibrugarh",0 - 3 Years,0,3,1.5,3,5,False,medio,0,5,1,0
Project Technician,ENIGMASOFT TECHNOLOGIES PRIVATE LIMITED,Panjim/Panaji,1 - 2 Years,1,2,1.5,1,1,False,medio,0,1,1,0
HR Executive,ENIGMASOFT TECHNOLOGIES PRIVATE LIMITED,Panjim/Panaji,1 - 3 Years,1,3,2.0,2,1,False,medio,0,1,1,0
Supply Chain Intern,ENIGMASOFT TECHNOLOGIES PRIVATE LIMITED,Panjim/Panaji,0 - 1 Years,0,1,0.5,1,1,False,junior,0,1,0,0
Electronics Hardware Engineer,ENIGMASOFT TECHNOLOGIES PRIVATE LIMITED,Panjim/Panaji,3 - 5 Years,3,5,4.0,2,1,False,medio,0,1,1,0
Adobe Campaign Developer,LTIMindtree Ltd.,Bengaluru / Bangalore,6 - 8 Years,6,8,7.0,2,1,False,medio,0,1,1,0
Mechanical Engineer,ENIGMASOFT TECHNOLOGIES PRIVATE LIMITED,Panjim/Panaji,4 - 5 Years,4,5,4.5,1,1,False,medio,0,1,1,0
Junior Architect,ENIGMASOFT TECHNOLOGIES PRIVATE LIMITED,Panjim/Panaji,2 - 6 Years,2,6,4.0,4,1,False,senior,0,1,0,1
Software Engineers,KALINDI IMMIGRATION CONSULTANTS PRIVATE LIMITED,"Australia, Canada, Singapore, UK, Other International Location(s)",1 - 6 Years,1,6,3.5,5,5,True,medio,1,5,1,0
CMS Developer - J48521,SAMPOORNA CONSULTANTS PVT LTD,Mumbai,1 - 3 Years,1,3,2.0,2,1,False,medio,0,1,1,0
"""BIG DATA ENGINEER"" , Big Data Developer , Big Data with Python",Peopleplease Consulting,Mumbai,1 - 6 Years,1,6,3.5,5,1,False,medio,0,1,1,0
"Digital Marketing Specialist , Marketing  &  Inside Sales Exec.",Peopleplease Consulting,Mumbai,0 - 3 Years,0,3,1.5,3,1,False,medio,0,1,1,0
.net + Angular Developer - J48535,SAMPOORNA CONSULTANTS PVT LTD,Mumbai,1 - 6 Years,1,6,3.5,5,1,False,medio,0,1,1,0
Insurance  Advisor  Job In AUSTRALIA,ADAL IMMIGRATIONS LLP,Australia,3 - 8 Years,3,8,5.5,5,1,True,medio,1,1,1,0
MIS Executive | Senior MIS Analyst  Job In MALTA,PRIMEX IMMIGRATION LLP,Unknown,4 - 8 Years,4,8,6.0,4,1,True,senior,1,1,0,1
Physician   Job In  MALTA,World wide Immigration Service Llp,Unknown,5 - 10 Years,5,10,7.5,5,1,True,medio,1,1,1,0
3D Designer,ENIGMASOFT TECHNOLOGIES PRIVATE LIMITED,Panjim/Panaji,1 - 2 Years,1,2,1.5,1,1,False,medio,0,1,1,0
"Team LeaderAccounts  &  Finance ,  7 to 9 yrs in South Korea  ( Busan )",Mangalam Placments Pvt. ltd.,South Korea,7 - 9 Years,7,9,8.0,2,1,False,senior,0,1,0,1
Research  &  Business Lead,ENIGMASOFT TECHNOLOGIES PRIVATE LIMITED,Panjim/Panaji,3 - 4 Years,3,4,3.5,1,1,False,senior,0,1,0,1
T24 Developer,Advance Consultancy Services,Other City(s) in Saudi Arabia,10 - 15 Years,10,15,12.5,5,1,True,medio,1,1,1,0
Network Engineer Job In  AUSTRALIA,ADAL IMMIGRATIONS LLP,Australia,3 - 8 Years,3,8,5.5,5,1,True,medio,1,1,1,0
PLC Programmer,Sudeep Consultancy,"Pune, Other City(s) in Maharashtra",3 - 5 Years,3,5,4.0,2,2,False,medio,0,2,1,0
Software Engineer  Job In MALTA,World wide Immigration Service Llp,Unknown,5 - 10 Years,5,10,7.5,5,1,True,medio,1,1,1,0
Web Designer  Job  In MALTA,PRIMEX IMMIGRATION LLP,Unknown,3 - 8 Years,3,8,5.5,5,1,False,medio,0,1,1,0
Software Devloper,SHREE ADISHAKTHI CONSULTANCY,Patna,2 - 5 Years,2,5,3.5,3,1,False,medio,0,1,1,0
QA | QC Engineer  Job In ABROAD,World wide Immigration Service Llp,"Canada, Singapore",2 - 7 Years,2,7,4.5,5,2,True,medio,1,2,1,0
Python Internship in Ahmedabad,Maxgen Technologies,"Ahmedabad, Anand, Gandhinagar, Mehsana, Surat",0 - 1 Years,0,1,0.5,1,5,False,junior,0,5,0,0
Canada# Power Plant Engineer,Anshi Immigration Private Limited,Canada,4 - 9 Years,4,9,6.5,5,1,True,medio,1,1,1,0
GCP Devops,Vividhataa,Navi Mumbai,6 - 8 Years,6,8,7.0,2,1,False,medio,0,1,1,0
Sr. Manager - Fresh Produce Supply Chain,Ample Leap Cognition,"Mumbai, Navi Mumbai",7 - 12 Years,7,12,9.5,5,2,False,senior,0,2,0,1
MEP Supervisor,ASMACS,Dubai,10 - 12 Years,10,12,11.0,2,1,True,medio,1,1,1,0
Leading Pvt Bank Hiring For CONSUMER DURABLE DEPT  ( inhouse job ),TALENT HUB JOBS,Mumbai,0 - 3 Years,0,3,1.5,3,1,False,senior,0,1,0,1
Camunda 8   Java   Spring Boot Developer  /  Lead,TALPRO INDIA PRIVATE LIMITED,Bengaluru / Bangalore,5 - 15 Years,5,15,10.0,10,1,False,senior,0,1,0,1
Web Designer  Job  In AUSTRALIA,PRIMEX IMMIGRATION LLP,Australia,4 - 8 Years,4,8,6.0,4,1,True,medio,1,1,1,0
Hardware Engineer Job In GERMANY,ADAL IMMIGRATIONS LLP,Germany,5 - 10 Years,5,10,7.5,5,1,True,medio,1,1,1,0
Software Engineer  Job In NEW ZEALAND,World wide Immigration Service Llp,New Zealand,5 - 10 Years,5,10,7.5,5,1,True,medio,1,1,1,0
Information Technology Managers Job For Canada,Anshi Immigration Private Limited,Canada,5 - 10 Years,5,10,7.5,5,1,True,senior,1,1,0,1
Accounts Receivable Accountant - J48536,SAMPOORNA CONSULTANTS PVT LTD,Chennai,5 - 8 Years,5,8,6.5,3,1,False,medio,0,1,1,0
Accountant - Finance - J48508,SAMPOORNA CONSULTANTS PVT LTD,Chennai,4 - 6 Years,4,6,5.0,2,1,False,medio,0,1,1,0
Sr Data Engineer Consultant,TALPRO INDIA PRIVATE LIMITED,Mumbai,5 - 10 Years,5,10,7.5,5,1,False,senior,0,1,0,1
Remote - Sales Associate,TALPRO INDIA PRIVATE LIMITED,Bengaluru / Bangalore,0 - 5 Years,0,5,2.5,5,1,False,junior,0,1,0,0
Vmc Machine Operator,SKYWALK VISA IMMIGRATION SERVICES LLP,"Australia, New Zealand, Singapore",2 - 7 Years,2,7,4.5,5,3,True,medio,1,3,1,0
